,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10,Xc2.lambda11,Xc2.lambda12,Xc2.lambda13,Xc2.lambda14,Xc2.lambda15,Xc2.lambda16
0,35.13261328317195,15.614494792520865,48.57842824339824,29.494045719206078,24.28921412169912,22.55427025586347,18.216910591274342,40.3374448806789,7.373511429801519,32.530197484418466,55.08446774028194,23.421742188781298,9.108455295637171,29.92778168566499,23.85547815524021,49.01216420985716,43.8073326123502,6.506039496883694,32.096461517959554,44.24106857880912,0.03597340303631936,0.03585623979744476,0.035930572807969775,0.03605372834061103,0.03454941142285348,0.03557128595176105,0.0355479522322575,0.03481996535132561,0.03596496795027159,0.033877146748125316,0.034442583772126355,0.03601822934528312,0.03651427016221631,0.03432412167453417,0.0352279201201695,0.035592234827818134
1,35.68454160885723,15.47763250504651,49.44243716889857,29.235528065087852,23.216448757569765,21.92664604881589,18.487172158805553,38.69408126261627,6.449013543769379,32.67500195509819,54.60164800391408,24.93618570257493,9.02861896127713,30.525330773841727,24.07631723007235,46.43289751513953,39.553949735118856,6.019079307518087,33.53487042760077,42.993423625129196,0.0361071068543794,0.03608048313206098,0.03614081043098523,0.03659659016364269,0.03460643943146798,0.03565259439010775,0.035714919259067425,0.03550752850806962,0.03591951738549974,0.034603817689553895,0.035293062333990224,0.03604074964681552,0.036287004881261395,0.03422740232861888,0.035139591979494254,0.03614814533369289
2,36.0806197017904,15.892653916264816,48.10749293572052,28.7785895240471,23.19468409400811,22.33562172015596,18.0403098508952,39.516869197199,6.4429678038911415,33.073901393307864,54.550460739611665,25.771871215564566,9.449686112373675,30.496714271751404,24.483277654786338,47.248430561868375,40.375931571051154,6.013436616965065,33.073901393307864,42.094056318755456,0.0362374594098656,0.036510723196585514,0.03599144935005349,0.036425263115978476,0.03521972860523581,0.03530143324387539,0.03540506406888488,0.03528489877110186,0.035890399238666056,0.03487585578400591,0.03510364452464023,0.0361841090303448,0.03603927444648241,0.03431670725936421,0.03548266383526293,0.036200139193576474
3,32.48536888541546,17.32553007222158,39.41558091430409,19.924359583054812,16.892391820416037,19.491221331249275,16.4592535686105,32.918507137221,6.063935525277552,31.61909238180438,44.180101684165024,16.892391820416037,6.4970737770830915,25.988295108332366,16.026115316804958,46.77893119499826,39.41558091430409,4.764520769860934,22.95632734569359,50.67717546124811,0.03711914202920093,0.03706976751854813,0.03407304360061619,0.035946799366818036,0.035639772057811464,0.036630722736030595,0.03447335991875775,0.03510994677985261,0.0350949250577992,0.035163410959940807,0.035907712160297645,0.03488077775659268,0.03516104768735853,0.03462774409462316,0.035033740662836925,0.03492983580737593
4,31.65442311840417,16.911267145448804,39.45962333938054,20.380245021438302,16.911267145448804,19.51300055244093,16.477644910950115,32.521667587401545,6.504333517480309,32.08804535290286,43.795845684367414,17.344889379947492,6.070711282981621,25.583711835422548,16.04402267645143,47.26482356035691,39.89324557387923,4.76984457948556,22.981978428430427,51.167423670845096,0.036988285786374385,0.03697270948731192,0.03393512357287987,0.03571838594491328,0.03536007068075898,0.03666480799328692,0.034673494387150096,0.03507467929788141,0.03522989980847947,0.035084517541631687,0.03564786333402607,0.03532644894063723,0.03499637171704791,0.034728147381288564,0.035126887120012946,0.03485007250763183
5,37.62030169711927,18.810150848559633,32.91776398497936,28.215226272839452,17.955143991806924,30.35274341472123,19.665157705312346,39.33031541062469,8.977571995903462,31.635253699850296,51.30041140516264,21.802674847194123,8.977571995903462,30.35274341472123,26.50521255933403,57.28545940243161,39.33031541062469,4.275034283763553,32.490260556603005,40.612825695753756,0.036780489293630717,0.03753475181851463,0.033858369261413834,0.03514038074445591,0.03612044174858381,0.035575331675841274,0.03451025279474501,0.03431571962485317,0.036185639852839534,0.03685844774185495,0.03612185872016879,0.03543284009824225,0.036482473754111004,0.035649775788938985,0.035635289833465575,0.03629450887198519
6,37.49256052604827,19.598383911343415,32.80599046029224,28.119420394536206,17.894176614704858,29.823627691174764,19.598383911343415,39.19676782268683,8.52103648319279,31.101783163653682,51.12621889915674,21.728643032141616,8.947088307352429,30.249679515334403,26.41521309789765,57.09094443739169,39.19676782268683,4.260518241596395,32.3799386361326,40.90097511932539,0.03684604917124311,0.037756627740585795,0.03380032194553857,0.03518194071960123,0.03629996615775814,0.0357233631897469,0.03460734304570421,0.03438350450239079,0.03626358610094398,0.03689011465133345,0.036027782702509024,0.035613386763182785,0.036727511793072695,0.0356703594982666,0.03563908587423103,0.036517231984252184
7,37.49256052604827,19.598383911343415,32.80599046029224,28.119420394536206,17.894176614704858,29.823627691174764,19.598383911343415,39.19676782268683,8.52103648319279,31.101783163653682,51.12621889915674,21.728643032141616,8.947088307352429,30.249679515334403,26.41521309789765,57.09094443739169,39.19676782268683,4.260518241596395,32.3799386361326,40.90097511932539,0.03684604917124311,0.037756627740585795,0.03380032194553857,0.03518194071960123,0.03629996615775814,0.0357233631897469,0.03460734304570421,0.03438350450239079,0.03626358610094398,0.03689011465133345,0.036027782702509024,0.035613386763182785,0.036727511793072695,0.0356703594982666,0.03563908587423103,0.036517231984252184
8,37.11796317119486,19.19894646785941,32.424887367940336,28.158454819527133,17.919016703335448,29.865027838892416,19.62558972270073,39.25117944540146,8.959508351667724,31.144957603416376,51.19719058095843,21.75880599690733,8.959508351667724,30.718314348575056,26.451881800161853,58.02348265841955,39.25117944540146,4.266432548413202,32.424887367940336,40.53110920992542,0.036792428717922446,0.03766207797363927,0.03386878594500045,0.03515125098524579,0.03622254770987736,0.03566240301099579,0.034593310230919556,0.03437794352617764,0.0362355600928141,0.03687824063873213,0.03608897543139679,0.03555318531416218,0.03659159530541311,0.03566240790340305,0.03564257924435657,0.0363734531286237
9,33.83934767812362,17.57888191071357,50.09981344553368,24.610434674999,19.77624214955277,25.489378770534678,12.744689385267339,36.03670791696282,9.668385050892464,34.7182917736593,58.889254400890465,18.89729805401709,5.273664573214071,33.83934767812362,20.215714197320608,56.69189416205127,46.14456501562312,5.713136620981911,30.76304334374875,54.93400597097991,0.036768102077704895,0.03565747329536373,0.03368322532933903,0.034991101142463565,0.0349932978368849,0.03563429495742946,0.03484054539158527,0.03436256254400856,0.035777038165376626,0.034690669603104754,0.0345382009350747,0.0357311383940811,0.03492833120729936,0.03355068768964299,0.035745713745947746,0.03463556991685412
