,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10,Xc2.lambda11,Xc2.lambda12,Xc2.lambda13,Xc2.lambda14,Xc2.lambda15,Xc2.lambda16,Xc2.lambda17,Xc2.lambda18,Xc2.lambda19
0,31.744431701980325,14.108636311991257,43.893535192861684,26.649646367094594,21.946767596430842,20.379141339542926,16.46007569732313,36.44731047264408,6.662411591773648,29.39299231664845,49.77213365619138,21.162954467986886,8.230037848661565,27.041552931316573,21.554861032208862,44.28544175708367,39.582562986419916,5.87859846332969,29.00108575242647,39.97446955064189,0.03250413587426566,0.03239827183265681,0.032465436183819495,0.03257671462368791,0.03121747370218316,0.03214079887385315,0.03211971545318177,0.03146193546865813,0.03249651426608111,0.030610042086420496,0.03112094848684957,0.03254463914374586,0.03299284189221811,0.031013910848175258,0.031830547168353845,0.032159727444861154,0.031801249678980154,0.03236788735060249,0.032270645399426603
1,32.20111547273198,13.966748879739173,44.61600336583347,26.381636772840658,20.95012331960876,19.786227579630495,16.68250560635512,34.91687219934793,5.819478699891322,29.48535874611603,49.271586325746526,22.501984306246445,8.147270179847851,27.545532512818923,21.726053812927603,41.90024663921752,35.692802692666774,5.431513453231901,30.261289239434873,38.796524665942144,0.03258243106913144,0.03255840628086075,0.032612844595919156,0.03302413237319555,0.03122825464447636,0.03217228685301029,0.03222852774084883,0.032041381900668006,0.03241315356474105,0.031225888829747937,0.03184785132061394,0.0325225514684171,0.032744767948793246,0.03088621809399804,0.03170936231714194,0.032619463485735925,0.0322284919199685,0.032363311765144266,0.03302542716816612
2,32.54004721275339,14.333116034188993,43.38672961700452,25.954561467315205,20.91860177962718,20.1438387507521,16.270023606376697,35.639099328253714,5.810722716563106,29.828376611690608,49.197452333567625,23.242890866252424,8.52239331762589,27.504087525065366,22.080746322939802,42.61196658812944,36.4138623571288,5.423341202125565,29.828376611690608,37.963388414878956,0.03268149632165959,0.03292794487478576,0.03245962710136177,0.0328508709475433,0.03176363491278574,0.031837321917632305,0.03193078350355784,0.031822409964092274,0.0323684929849697,0.0314535061530669,0.031658942102782764,0.03263338118719756,0.03250275914589465,0.030949226583005095,0.03200076844512787,0.03264783831882939,0.03216025928337346,0.03269802131142775,0.033271200503366134
3,29.336883163365975,15.64633768712852,35.595418238217384,17.993288340197797,15.255179244950307,17.602129898019584,14.864020802772094,29.72804160554419,5.476218190494982,28.55456627900955,39.898161102177724,15.255179244950307,5.867376632673195,23.46950653069278,14.472862360593881,42.245111755247,35.595418238217384,4.302742863960343,20.731397435445288,45.76553773485092,0.03352155047634233,0.03347696134899154,0.030770680260932118,0.03246283140083887,0.03218556121424934,0.03308046883774334,0.031132197875065794,0.03170708666371237,0.031693520848703534,0.031755369089262325,0.0324275325309102,0.03150012872878008,0.03175323486533296,0.03127161911869124,0.031638266452400976,0.03154443206758862,0.03232487650711968,0.03248332749686586,0.0321119120382558
4,28.600199561066184,15.279558669610699,35.65230356242497,18.41382711465905,15.279558669610699,17.630260003396963,14.887775113979655,29.383766672328267,5.876753334465654,28.991983116697227,39.570139118735405,15.671342225241743,5.484969778834611,23.115229782231573,14.495991558348614,42.704407563783754,36.04408711805601,4.30961911194148,20.76452844844531,46.230459564463146,0.033419416646926624,0.033405343249981644,0.0306608432787871,0.03227204495885319,0.031948302269806016,0.03312715008432748,0.03132797129938645,0.03169044729412771,0.03183069112553382,0.031699336280464174,0.032208326825769636,0.031917924572715306,0.03161969533536968,0.03137735101902699,0.03173761776777764,0.031487512020283666,0.03198550445816317,0.032748696351904784,0.0317522695297514
5,33.940518646694464,16.970259323347232,29.69795381585765,25.455388985020846,16.19888389955872,27.38382754449212,17.74163474713574,35.48326949427148,8.09944194977936,28.540890680174886,46.28252542731063,19.670073306607016,8.09944194977936,27.38382754449212,23.912638137443825,51.6821533938302,35.48326949427148,3.856877118942552,29.3122661039634,36.640332629954244,0.03318285144960999,0.03386333672313148,0.030546554956301143,0.03170316807960307,0.032587365634777064,0.032095574826256364,0.03113467531207687,0.03095917016240338,0.03264618646750288,0.033253184489119465,0.03258864400704769,0.03196702088521057,0.032913985929670576,0.03216273728096159,0.03214966825121752,0.03274440659885933,0.03374196943395737,0.031614700457712336,0.032457087160325936
6,33.81631320208477,17.67670917381704,29.589274051824177,25.36223490156358,16.139604028267733,26.899340047112887,17.67670917381704,35.35341834763408,7.685525727746539,28.05216890627487,46.113154366479236,19.598090605753676,8.069802014133867,27.283616333500213,23.82512975601427,51.49302237590181,35.35341834763408,3.8427628638732694,29.20499776543685,36.89052349318339,0.033233194040415186,0.03405448790949103,0.030486108636072512,0.03173225593927212,0.03274065594861118,0.032220590466661155,0.031213999126905537,0.031012108560318972,0.032707843055112415,0.033272938780577695,0.032495160819924644,0.03212139752722575,0.03312627957391509,0.03217278393099605,0.03214457677068177,0.03293661827110254,0.03379392351109758,0.031698566707386744,0.03256022403690521
7,33.81631320208477,17.67670917381704,29.589274051824177,25.36223490156358,16.139604028267733,26.899340047112887,17.67670917381704,35.35341834763408,7.685525727746539,28.05216890627487,46.113154366479236,19.598090605753676,8.069802014133867,27.283616333500213,23.82512975601427,51.49302237590181,35.35341834763408,3.8427628638732694,29.20499776543685,36.89052349318339,0.033233194040415186,0.03405448790949103,0.030486108636072512,0.03173225593927212,0.03274065594861118,0.032220590466661155,0.031213999126905537,0.031012108560318972,0.032707843055112415,0.033272938780577695,0.032495160819924644,0.03212139752722575,0.03312627957391509,0.03217278393099605,0.03214457677068177,0.03293661827110254,0.03379392351109758,0.031698566707386744,0.03256022403690521
8,33.48703342320866,17.320879356832066,29.2530406915386,25.40395639002036,16.166154066376595,26.943590110627657,17.70578778698389,35.41157557396778,8.083077033188298,28.09831540108313,46.18901161821884,19.630329937743006,8.083077033188298,27.713406970931306,23.86432266941307,52.34754650064802,35.41157557396778,3.849084301518237,29.2530406915386,36.56630086442325,0.03319334319384826,0.03397792217406713,0.030555695141803764,0.03171270770385405,0.032679208722739474,0.032173858141761554,0.031209345474571163,0.031015046234424932,0.03269094821664188,0.03327076087560547,0.03255870266659455,0.03207532426889239,0.033012155579480014,0.032173862555586866,0.032155973562994135,0.032815352367744854,0.03377166950464533,0.031594843417970225,0.0324548500449503
9,30.63433992475953,15.913942818056897,45.35473703146216,22.279519945279656,17.90318567031401,23.0752170861825,11.53760854309125,32.623582777016644,8.752668549931293,31.430037065662372,53.311708440490605,17.107488529411164,4.774182845417069,30.63433992475953,18.301034240765432,51.3224655882335,41.77409989739936,5.172031415868492,27.84939993159957,49.73107130642781,0.03328570479994328,0.032280266398113315,0.03049300430718168,0.03167700798892316,0.03167899662901912,0.032259283337508146,0.03154071174308817,0.03110799982528913,0.03238850698554647,0.03140503105874177,0.03126700307283803,0.032346954494354534,0.031620183148528304,0.03037301963295291,0.032360149378837924,0.03135514999914201,0.031092574634337917,0.03164692045218701,0.0319729616620448
