,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10
0,44.591288953119324,19.81835064583081,61.657090898140304,37.434662331013755,30.828545449070152,28.626506488422283,23.121409086802615,51.19740583506293,9.358665582753439,41.28823051214752,69.9147370005698,29.727525968746217,11.560704543401307,37.985172071175725,30.278035708908185,62.20760063830227,55.60148375635867,8.257646102429504,40.73772077198556,56.15199349652063,0.0456584426695033,0.04550973583129486,0.045604081353626494,0.04576039377758194,0.043851072947499445,0.04514806449279324,0.04511844868766232,0.044194467510968505,0.04564773662391914,0.04299781594318383
1,45.3503269132832,19.670021311785483,62.83479030153696,37.15448470003925,29.505031967678224,27.865863525029432,23.494747677965993,49.175053279463704,8.195842213243951,41.525600547102684,69.39146407213212,31.690589891209946,11.474179098541532,38.793653142688036,30.597810929444083,59.01006393535645,50.26783224122957,7.649452732361021,42.61837950886854,54.638948088293006,0.04588735138277689,0.04585351615731643,0.04593018416549762,0.04650941984976193,0.04398020181187544,0.04530972622881484,0.045388932883985864,0.04512536670287489,0.045648950009083186,0.043976869925082845
2,45.86479836671558,20.202351661529484,61.15306448895411,36.582636792499336,29.484513235745734,28.39249422701441,22.93239918335779,50.23287440164088,8.190142565484926,42.04273183615595,69.34320705443903,32.760570261939705,12.012209096044558,38.766674809961984,31.122541748842718,60.06104548022279,51.3248934103722,7.6441330611192635,42.04273183615595,53.508931427834845,0.046064169154862195,0.04641153537480026,0.04575144720377812,0.046302900617475114,0.04477045473056076,0.044874315662213324,0.04500604862392297,0.04485329744617031,0.045622994781895555,0.04433333203865976
3,41.14889189841457,21.946075679154436,49.92732217007634,25.2379870310276,21.397423787175576,24.68933513904874,20.848771895196712,41.697543790393425,7.681126487704052,40.05158811445684,55.96249298184381,21.397423787175576,8.229778379682914,32.919113518731656,20.300120003217852,59.25440433371698,49.92732217007634,6.03517081176747,29.07855027487963,64.19227136152672,0.047018445999769086,0.04695590380089317,0.043159983582676524,0.045533451273298525,0.04514454285139524,0.04639977016552947,0.04366706025951776,0.04447341847030304,0.04445439060520217,0.04454114101255419
4,40.10319556590469,21.42499489137374,49.99165474653872,25.8198656383222,21.42499489137374,24.72114795158508,20.87563604800518,41.2019132526418,8.24038265052836,40.65255440927324,55.485243180224295,21.974353734742294,7.691023807159803,32.41217175874488,20.32627720463662,59.88011392717276,50.54101358990728,6.0429472770541315,29.11601869853354,64.82434351748977,0.04686070104610791,0.04684096733100722,0.04299262988005932,0.0452518566359371,0.04479790468556104,0.04645088491555042,0.043928076691207144,0.04443634047705999,0.04463299035657508,0.0444488046123774
5,47.9616329854616,23.9808164927308,41.966428862278896,35.97122473909619,22.890779379424853,38.69631752236106,25.070853606036742,50.141707212073484,11.445389689712426,40.33137319231998,65.40222679835672,27.795946389301605,11.445389689712426,38.69631752236106,33.79115051248431,73.03248659149834,50.141707212073484,5.4501855665297265,41.421410305625926,51.77676288203241,0.04689096708285825,0.047852566558705616,0.043165594286728254,0.04480001404039864,0.04604948105854711,0.04535452732170459,0.04399667211876196,0.04374866431241932,0.0461326012730748,0.046990355293828744
6,47.83406291116457,25.004169249017846,41.854805047269004,35.875547183373435,22.82989366214673,38.049822770244546,25.004169249017846,50.00833849803569,10.871377934355586,39.680529460397885,65.22826760613351,27.722013732606744,11.414946831073365,38.593391666962326,33.701271596502316,72.83823216018243,50.00833849803569,5.435688967177793,41.311236150551224,52.18261408490681,0.04700922554650801,0.04817096728834597,0.04312340111412819,0.04488610919355754,0.04631251748348814,0.04557687120434293,0.04415302132502684,0.043867441817717415,0.04626610278409328,0.047065445525012475
7,47.83406291116457,25.004169249017846,41.854805047269004,35.875547183373435,22.82989366214673,38.049822770244546,25.004169249017846,50.00833849803569,10.871377934355586,39.680529460397885,65.22826760613351,27.722013732606744,11.414946831073365,38.593391666962326,33.701271596502316,72.83823216018243,50.00833849803569,5.435688967177793,41.311236150551224,52.18261408490681,0.04700922554650801,0.04817096728834597,0.04312340111412819,0.04488610919355754,0.04631251748348814,0.04557687120434293,0.04415302132502684,0.043867441817717415,0.04626610278409328,0.047065445525012475
8,47.3390390685015,24.485709863018016,41.35364332420821,35.912374465759754,22.85332920548348,38.088882009139134,25.02983674886286,50.05967349772572,11.42666460274174,39.72126266667367,65.29522630138138,27.750471178087086,11.42666460274174,39.17713578082883,33.735866922380374,74.0012564748989,50.05967349772572,5.441268858448448,41.35364332420821,51.69205415526025,0.046923863048994985,0.048032985333059865,0.04319514445494501,0.04483075852040848,0.04619705540656542,0.045482665135147,0.04411917908796118,0.043844507420154145,0.04621365097516857,0.04703330477275059
9,42.78747753164613,22.22726105540059,63.347694007891675,31.118165477560826,25.005668687325663,32.22952853033085,16.114764265165427,45.56588516357121,12.224993580470324,43.89884058441616,74.46132453559197,23.894305634555632,6.6681783166201765,42.78747753164613,25.56135021371068,71.6829169036669,58.346560270426544,7.223859843005191,38.89770684695103,69.46019079812685,0.046490681690891975,0.04508636963019751,0.04259007179101695,0.044243788863241325,0.0442465664289938,0.04505706225042717,0.04405342169454647,0.04344904596763427,0.045237551007507516,0.04386391429052835
10,41.31512941268425,20.932998902426686,49.5781552952211,25.339946039779672,21.48386729459581,25.339946039779672,20.932998902426686,41.31512941268425,8.26302588253685,41.31512941268425,55.08683921691233,22.034735686764932,7.712157490367726,33.0521035301474,20.932998902426686,59.49378635426532,50.679892079559345,6.059552313860356,29.196024784963537,65.00247027595655,0.046677487608490165,0.0469187619912115,0.04276002454006859,0.04526155401925095,0.04488968734774437,0.04600876134496215,0.04361563169798129,0.04430666052372973,0.044461965183205485,0.044231073574232456
11,44.84471632682167,20.234811025517093,62.89198021444502,36.64141455972014,30.078773146038923,28.438112792618618,24.06301851683114,47.032263464715406,9.297075336048394,41.01650883550762,68.9077348436528,31.719433499459228,11.484622473942133,39.92273526656075,31.719433499459228,59.61065950760441,50.86047095602945,7.65641498262809,42.657169188927924,53.594904878396626,0.04605995330442876,0.04611764360102348,0.04549480215478367,0.046414412877674206,0.04462224663543033,0.04438786101229258,0.045187723394394926,0.04474517969667865,0.04608852955626087,0.043994863293597614
12,45.38790835854725,20.23316396706323,62.88686097871005,36.63843204846585,30.076324815904805,28.435798007764543,24.061059852723844,47.028435166687515,9.296318579461484,41.013170203506554,68.902125941891,31.716851624045066,11.483687656981834,39.919485664746375,31.716851624045066,59.05896509304944,50.856331052348125,7.655791771321223,42.65369701164681,53.59054239924856,0.04605329475908541,0.04612918619515003,0.04550237223258746,0.046448082602301446,0.04461832275042844,0.04440700215682315,0.04520553672995242,0.04472554834569247,0.04609433280045474,0.04397405204743708
13,45.86018267664489,20.200318559950727,60.60095567985218,36.578955230181045,29.481546006414572,28.389636895065884,22.930091338322445,50.22781912203964,8.189318335115159,42.03850078692449,69.33622857064168,32.757273340460635,12.011000224835566,38.76277345287842,30.57345511776326,60.60095567985218,51.865682789062674,7.643363779440815,42.03850078692449,53.50354645608571,0.046132173256118805,0.0464381248228693,0.045761487552729074,0.046353753509012025,0.044797880955757506,0.044844619615834976,0.04497198717496069,0.04482432871483246,0.04561769614921751,0.044303392574323766
14,42.12683758345017,23.28062076980141,63.744556869694335,31.040827693068547,24.943522253358655,32.14942868210671,16.629014835572434,46.006941045083735,11.086009890381623,43.78973906700741,73.16766527651872,23.28062076980141,6.651605934228974,42.12683758345017,26.052123242396817,70.95046329844239,58.7558524190226,7.205906428748055,38.801034616335684,69.84186230940423,0.04655146689210265,0.04519698519507912,0.042502553764565056,0.04455050421100756,0.04449336395047426,0.04530802062241222,0.04410186683925594,0.043537436323267405,0.045450722512242636,0.04400658517051206
15,45.430303596068995,19.70470999347571,62.945601368047406,36.6726547100798,30.10441804558789,28.462358879464915,24.083534436470313,47.07236276219197,9.30500194136353,41.051479153074396,70.60854414328796,31.746477211710868,11.494414162860831,40.50412609770007,30.651771100962215,59.11412998042713,51.45118720518658,7.662942775240554,42.14618526382305,53.093246371309554,0.04615114539195089,0.0461836095454407,0.04551945363842527,0.046388635186310624,0.04442839627050857,0.04436069521500193,0.04520367158084689,0.044544718914291626,0.04593146075114523,0.043935158131752895
16,40.38081946563504,19.360666867085296,49.231410033445464,25.445447882454957,21.5733145090379,25.99860979294311,21.02015259854975,41.48714328661134,9.403752478298571,42.0403051970995,55.86935295930328,23.785962150990503,8.29742865732227,32.63655271880093,21.02015259854975,60.29464824320849,50.337733854421764,6.084781015369664,28.764419345383867,64.7199435271137,0.04671049952975372,0.046794700239854665,0.04244181505710027,0.04514667688041995,0.044602301385417355,0.045692799814690786,0.0433676945116493,0.04409057899088571,0.04389480961225753,0.04409621348981928
