,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10,Xc2.lambda11,Xc2.lambda12,Xc2.lambda13,Xc2.lambda14,Xc2.lambda15,Xc2.lambda16,Xc2.lambda17,Xc2.lambda18
0,32.80300587252798,14.579113721123548,45.35724268793992,27.538325917677813,22.67862134396996,21.05871981940068,17.008966007977474,37.662710446235835,6.884581479419453,30.373153585674057,51.43187340507474,21.868670581685322,8.504483003988737,27.94330129882013,22.273645962827644,45.762218069082245,40.9025134953744,6.074630717134811,29.968178204531736,41.30748887651672,0.03358804372290806,0.033478649457759885,0.033548053522897914,0.03366304273898338,0.032258475527042425,0.03321259060816559,0.0331908041235755,0.03251108930310781,0.033580167958730485,0.03163078803066243,0.03215873150783425,0.03362989764548223,0.03409304650661938,0.03204812450995261,0.03289199301130198,0.033232150385822445,0.03286171854537367,0.03344725175145917
1,33.30089164436805,14.443760231292167,46.139789627738864,27.28265821466298,21.66564034693825,20.461993660997237,17.25226916515453,36.109400578230414,6.018233429705069,30.492382710505684,50.95437637150292,23.2705025948596,8.425526801587097,28.486304900603994,22.468071470898924,43.3312806938765,36.911831702191094,5.617017867724731,31.29481383446636,40.121556198033794,0.03369523044821349,0.033670385132787736,0.033726682699019475,0.03415201733431594,0.0322948043535652,0.0332710784305239,0.03332924013344627,0.033135702634696174,0.03352017154889347,0.0322923577383233,0.032935562335776734,0.0336333057581578,0.033863111677175275,0.03194108610689337,0.03279234346801847,0.033733527646138795,0.033329203089162665,0.033468627484553884
2,33.65995430124422,14.826408442214717,44.87993906832563,26.84782069265908,21.638542050799856,20.8371145674369,16.82997715062211,36.865664234696055,6.010706125222183,30.85495810947387,50.89064519354781,24.04282450088873,8.815702316992535,28.450675659385,22.840683275844295,44.07851158496267,37.66709171805901,5.609992383540704,30.85495810947387,39.26994668478493,0.03380627156103813,0.03406120195439611,0.03357676642949208,0.03398147542997417,0.03285682078502755,0.032933043821814015,0.03302972200702397,0.032917618654437396,0.03348249581663818,0.03253601854981916,0.03274852483888683,0.03375650048306147,0.033621382918165375,0.03201438355733277,0.03310211556932032,0.03377145517525576,0.033267095487502785,0.0338233652793351
3,30.310201694026343,16.165440903480714,36.776378055418625,18.59025703900282,15.761304880893698,18.186121016415804,15.35716885830668,30.71433771661336,5.657904316218251,29.501929648852308,41.22187430387582,15.761304880893698,6.062040338805269,24.248161355221075,14.953032835719663,43.646690439397936,36.776378055418625,4.4454962484571965,21.41920919711195,47.2839146426811,0.03463370496369542,0.034587636489555304,0.03179156830593036,0.033539860449364224,0.03325339118702066,0.034177989427896384,0.03216508009787212,0.03275904214348137,0.03274502625137817,0.032808926449477555,0.03350339045829015,0.032545217903358604,0.03280672141776376,0.032309126961718795,0.03268793866347437,0.03259099110726468,0.033397328584952396,0.03356103655048781
4,29.538101315430843,15.780629469887712,36.82146876307133,19.01768166883904,15.780629469887712,18.208418619101206,15.375997945018796,30.347364365168676,6.069472873033735,29.94273284029976,40.867784011760484,16.18526099475663,5.66484134816482,23.873259967266026,14.97136642014988,44.10483621071181,37.22610028794024,4.450946773558073,21.44547081805253,47.74651993453205,0.0345153575838446,0.03450082267041068,0.03166632083288856,0.03333035951778543,0.03299600016029957,0.03421350656638113,0.03235532634212466,0.032729689207468236,0.03287453213040284,0.03273886969512313,0.03326455184163151,0.03296462627102026,0.03265661704160458,0.03240632539751781,0.03277840656787663,0.032520098967844864,0.03303442234006454,0.03382264199679531
5,35.07908351794062,17.53954175897031,30.694198078198042,26.309312638455467,16.742289860835296,28.302442383793,18.336793657105325,36.67358731421065,8.371144930417648,29.49832023099552,47.83511388810084,20.32992340244286,8.371144930417648,28.302442383793,24.714808842185437,53.41587717504594,36.67358731421065,3.9862594906750703,30.295572129130534,37.86946516141317,0.034295999701161095,0.034999312458136714,0.031571266298307164,0.03276667903706347,0.03368053778528058,0.03317224941688426,0.03217911567425849,0.031997723048314504,0.0337413318151321,0.03436869212500724,0.0336818590416855,0.033039383019601166,0.034018114848332906,0.03324166489584023,0.03322815745387498,0.033842846828112956,0.0348738737953513,0.032675243690148376
6,34.95443751878026,18.271637793907864,30.58513282893273,26.215828139085197,16.6827997248724,27.804666208120665,18.271637793907864,36.54327558781573,7.944190345177333,28.996294759897264,47.665142071064,20.257685380202197,8.3413998624362,28.20187572537953,24.62699007004973,53.226075312688124,36.54327558781573,3.9720951725886664,30.187923311673863,38.132113656851196,0.03435169285584857,0.03520062825160304,0.03151215134370853,0.032800239071917814,0.033842577865911674,0.03330500902196756,0.03226453977027327,0.032055854359974136,0.033808660619263325,0.034392775247900256,0.03358882033517324,0.03320247763768925,0.0342411800682245,0.03325559350603272,0.03322643700346263,0.03404513551069765,0.034931294278711486,0.032765415992773855
7,34.95443751878026,18.271637793907864,30.58513282893273,26.215828139085197,16.6827997248724,27.804666208120665,18.271637793907864,36.54327558781573,7.944190345177333,28.996294759897264,47.665142071064,20.257685380202197,8.3413998624362,28.20187572537953,24.62699007004973,53.226075312688124,36.54327558781573,3.9720951725886664,30.187923311673863,38.132113656851196,0.03435169285584857,0.03520062825160304,0.03151215134370853,0.032800239071917814,0.033842577865911674,0.03330500902196756,0.03226453977027327,0.032055854359974136,0.033808660619263325,0.034392775247900256,0.03358882033517324,0.03320247763768925,0.0342411800682245,0.03325559350603272,0.03322643700346263,0.03404513551069765,0.034931294278711486,0.032765415992773855
8,34.61030570487011,17.90188226113971,30.23429004103596,26.25609398300491,16.708423443730396,27.84737240621733,18.299701866942815,36.59940373388563,8.354211721865198,29.040831223626643,47.738352696372566,20.28879989595834,8.354211721865198,28.64301161782354,24.66481555979249,54.10346638922224,36.59940373388563,3.978196058031047,30.23429004103596,37.792862551294945,0.034306764077511376,0.035117660582191616,0.03158064007992115,0.03277646289201839,0.03377538373713897,0.033253081929309744,0.03225621613215785,0.03205539941558885,0.03378751701474669,0.0343867786192212,0.03365083548618601,0.03315124288554653,0.03411949879653026,0.03325308649119021,0.03323459743918725,0.03391609411640314,0.03490448947650071,0.03265464502554538
9,31.646161430941913,16.439564379710085,46.85275848217374,23.015390131594117,18.494509927173844,23.837368350579624,11.918684175289812,33.701106978405676,9.041760408840547,32.468139649927416,55.07254067202878,17.67253170818834,4.931869313913025,31.646161430941913,18.905499036666598,53.01759512456502,43.153856496738975,5.342858423405778,28.769237664492646,51.37363868659401,0.03438509822731072,0.033346451204024845,0.03150015763974563,0.032723267774948404,0.03272532209783115,0.03332477509398438,0.03258246980088665,0.03213546584266872,0.03345826686944158,0.03244230771969173,0.03229972080792455,0.03341534194116347,0.032664566067098985,0.0313762099921316,0.03342897263944029,0.032390779138748986,0.03211953117313956,0.03269218647706668
10,30.440617240752605,15.423246068647986,36.52874068890313,18.67024524099493,15.829120965191354,18.67024524099493,15.423246068647986,30.440617240752605,6.088123448150521,30.440617240752605,40.58748965433681,16.234995861734724,5.682248551607153,24.352493792602083,15.423246068647986,43.83448882668375,37.34049048198986,4.464623861977048,21.511369516798506,47.89323779211743,0.03439155472217378,0.03456932352597097,0.03150520302690366,0.03334830753788387,0.03307431950558573,0.03389884320181133,0.03213560671612635,0.032644750564541275,0.032759177646387846,0.03258905877727711,0.03324342058194372,0.03271973233289719,0.032711102450479514,0.03253301109932762,0.03281298147021876,0.032316162526825475,0.033469318696265196,0.03340322907401247
11,32.912497646359654,14.850761133113503,46.157771089406836,26.89191880861094,22.075455738411964,20.87133997086222,17.66036459072957,34.51798533642598,6.82332268278188,30.102894188743587,50.572862237089225,23.27957150596171,8.428810372848204,29.300150343710424,23.27957150596171,43.74953955430735,37.32758879404205,5.6192069152321364,31.30700995629333,39.33444840662495,0.03380438608810548,0.03384672623219412,0.03338960955686436,0.034064531559539604,0.03274922237573598,0.03257720174762805,0.0331642378786295,0.03283944558195515,0.03382535881127563,0.03228877230596746,0.03314311927524343,0.03371560508682926,0.033624687205786194,0.031993946146167546,0.0329780650755733,0.033554104867935364,0.033531316973613806,0.03353774071437454
